0.0000,0.0465
1.0011,0.0477
2.0022,0.0491
3.0033,0.0505
4.0044,0.0519
5.0056,0.0535
6.0067,0.0551
7.0078,0.0568
8.0089,0.0586
9.0100,0.0605
10.0111,0.0625
11.0122,0.0647
12.0133,0.0669
13.0145,0.0693
14.0156,0.0719
15.0167,0.0746
16.0178,0.0775
17.0189,0.0806
18.0200,0.0839
19.0211,0.0874
20.0222,0.0912
21.0234,0.0954
22.0245,0.0998
23.0256,0.1046
24.0267,0.1098
25.0278,0.1155
26.0289,0.1217
27.0300,0.1285
28.0311,0.1359
29.0323,0.1442
30.0334,0.1533
31.0345,0.1634
32.0356,0.1748
33.0367,0.1876
34.0378,0.2020
35.0389,0.2184
36.0400,0.2372
37.0412,0.2589
38.0423,0.2841
39.0434,0.3136
40.0445,0.3487
41.0456,0.3907
42.0467,0.4416
43.0478,0.5041
44.0489,0.5819
45.0501,0.6803
46.0512,0.8064
47.0523,0.9705
48.0534,1.1859
49.0545,1.4674
50.0556,1.8236
51.0567,2.2406
52.0578,2.6645
53.0590,3.0276
54.0601,3.3046
55.0612,3.4799
56.0623,3.4725
57.0634,3.2203
58.0645,2.8061
59.0656,2.3810
60.0667,2.0366
61.0679,1.7903
62.0690,1.6270
63.0701,1.5340
64.0712,1.5101
65.0723,1.5539
66.0734,1.6453
67.0745,1.7306
68.0756,1.7353
69.0768,1.6284
70.0779,1.4563
71.0790,1.2856
72.0801,1.1532
73.0812,1.0676
74.0823,1.0260
75.0834,1.0245
76.0845,1.0616
77.0857,1.1393
78.0868,1.2640
79.0879,1.4469
80.0890,1.7054
81.0901,2.0624
82.0912,2.5411
83.0923,3.1456
84.0934,3.8189
85.0945,4.3950
86.0957,4.6372
87.0968,4.4251
88.0979,3.8986
89.0990,3.3133
90.1001,2.8377
91.1012,2.5270
92.1023,2.3764
93.1034,2.3520
94.1046,2.3845
95.1057,2.3673
96.1068,2.2188
97.1079,1.9612
98.1090,1.6825
99.1101,1.4480
100.1112,1.2794
101.1123,1.1733
102.1135,1.1146
103.1146,1.0768
104.1157,1.0275
105.1168,0.9502
106.1179,0.8563
107.1190,0.7669
108.1201,0.6946
109.1212,0.6426
110.1224,0.6098
111.1235,0.5942
112.1246,0.5944
113.1257,0.6106
114.1268,0.6440
115.1279,0.6978
116.1290,0.7772
117.1301,0.8901
118.1313,1.0473
119.1324,1.2616
120.1335,1.5408
121.1346,1.8699
122.1357,2.1801
123.1368,2.3456
124.1379,2.2785
125.1390,2.0307
126.1402,1.7327
127.1413,1.4771
128.1424,1.2965
129.1435,1.1921
130.1446,1.1561
131.1457,1.1775
132.1468,1.2352
133.1479,1.2895
134.1491,1.2953
135.1502,1.2445
136.1513,1.1753
137.1524,1.1323
138.1535,1.1413
139.1546,1.2136
140.1557,1.3526
141.1568,1.5462
142.1580,1.7465
143.1591,1.8598
144.1602,1.8060
145.1613,1.6064
146.1624,1.3555
147.1635,1.1273
148.1646,0.9482
149.1657,0.8176
150.1669,0.7270
151.1680,0.6678
152.1691,0.6339
153.1702,0.6217
154.1713,0.6297
155.1724,0.6584
156.1735,0.7106
157.1746,0.7914
158.1758,0.9090
159.1769,1.0751
160.1780,1.3042
161.1791,1.6078
162.1802,1.9768
163.1813,2.3472
164.1824,2.5814
165.1835,2.5541
166.1846,2.2924
167.1858,1.9447
168.1869,1.6320
169.1880,1.3971
170.1891,1.2297
171.1902,1.0954
172.1913,0.9632
173.1924,0.8283
174.1935,0.7042
175.1947,0.6015
176.1958,0.5216
177.1969,0.4618
178.1980,0.4184
179.1991,0.3884
180.2002,0.3702
181.2013,0.3632
182.2024,0.3678
183.2036,0.3848
184.2047,0.4148
185.2058,0.4547
186.2069,0.4925
187.2080,0.5075
188.2091,0.4855
189.2102,0.4356
190.2113,0.3784
191.2125,0.3279
192.2136,0.2883
193.2147,0.2590
194.2158,0.2378
195.2169,0.2229
196.2180,0.2130
197.2191,0.2072
198.2202,0.2050
199.2214,0.2062
200.2225,0.2107
201.2236,0.2190
202.2247,0.2317
203.2258,0.2498
204.2269,0.2749
205.2280,0.3095
206.2291,0.3568
207.2303,0.4213
208.2314,0.5084
209.2325,0.6214
210.2336,0.7545
211.2347,0.8800
212.2358,0.9457
213.2369,0.9135
214.2380,0.8033
215.2392,0.6688
216.2403,0.5479
217.2414,0.4527
218.2425,0.3818
219.2436,0.3302
220.2447,0.2932
221.2458,0.2672
222.2469,0.2497
223.2481,0.2387
224.2492,0.2329
225.2503,0.2301
226.2514,0.2282
227.2525,0.2258
228.2536,0.2239
229.2547,0.2243
230.2558,0.2282
231.2570,0.2362
232.2581,0.2491
233.2592,0.2677
234.2603,0.2932
235.2614,0.3277
236.2625,0.3743
237.2636,0.4372
238.2647,0.5222
239.2659,0.6354
240.2670,0.7796
241.2681,0.9439
242.2692,1.0880
243.2703,1.1474
244.2714,1.0880
245.2725,0.9475
246.2736,0.7900
247.2747,0.6540
248.2759,0.5493
249.2770,0.4728
250.2781,0.4182
251.2792,0.3800
252.2803,0.3540
253.2814,0.3372
254.2825,0.3277
255.2836,0.3242
256.2848,0.3258
257.2859,0.3321
258.2870,0.3429
259.2881,0.3582
260.2892,0.3785
261.2903,0.4043
262.2914,0.4364
263.2925,0.4761
264.2937,0.5249
265.2948,0.5852
266.2959,0.6600
267.2970,0.7538
268.2981,0.8724
269.2992,1.0244
270.3003,1.2218
271.3014,1.4818
272.3026,1.8285
273.3037,2.2938
274.3048,2.9139
275.3059,3.7106
276.3070,4.6367
277.3081,5.4876
278.3092,5.8993
279.3103,5.6298
