0.000000,-0.000654,-0.000654,-0.000654,1.353110,1.353110,1.353110,1.597295,1.597295,1.597295,1.690948,1.690948,1.690948,1.845101,2.040183,2.040183,2.528547,2.528547,2.528547,2.551749,2.551749,2.609400,2.889476,2.889476,2.889476,3.086515,3.086515,3.086515,3.206134,3.206134,3.206134,3.723747,3.723747,3.726269,3.726269,3.726269,4.020471,4.020471,4.020471,4.309534,4.976662,5.237933,5.237933,5.237933,5.604552,5.604552,5.604552,6.489990,6.489990,6.489990,6.918761,6.918761,6.918761,7.438763,7.438763,8.318199,8.556314,8.556314,8.556314,9.456191,9.456191,9.456191,10.040471,10.040471,10.192928,10.945084,10.945084,10.945084,11.113015,11.113015,11.334852,11.334852,11.334852,13.513399,13.513399,13.513399,14.127500,14.127500,14.127500,14.459867,14.459867,15.008219,15.008219,15.008219,16.025456,16.025456,16.025456,16.640697,16.948371,16.948371,16.948371,17.959513,17.959513,17.959513,18.395221,18.395221,22.075442,23.402865,23.402865,23.402865
0.004845,0.067944,0.139633,0.168022,1.361679,1.338471,1.352929,1.596853,1.562708,1.609704,1.719767,1.686454,1.678362,1.859225,2.035029,2.040242,2.511139,2.583278,2.472469,2.569719,2.548859,2.604888,2.902063,2.929183,2.849880,3.084330,3.088682,3.095588,3.207474,3.205708,3.207489,3.722857,3.697084,3.716862,3.749300,3.731916,4.019900,4.030746,4.028682,4.309719,4.981196,5.264574,5.239702,5.205842,5.600317,5.589950,5.621890,6.418370,6.565800,6.489978,6.895171,6.942443,6.916475,7.434344,7.445880,8.316900,8.543348,8.567652,8.568082,9.471576,9.468974,9.444915,10.041627,10.037856,10.190827,10.980599,10.943342,10.908250,11.109631,11.112766,11.319207,11.343053,11.353556,13.518385,13.512994,13.507843,14.124904,14.133543,14.131139,14.462013,14.454870,15.014581,14.997835,15.015440,16.027586,16.030494,16.028655,16.638089,16.967334,16.957674,16.931087,17.960826,17.959691,17.957071,18.397176,18.394169,22.075303,23.410147,23.396526,23.405450
0.009691,0.178298,0.251667,0.334415,1.361483,1.318590,1.350643,1.595485,1.516362,1.620858,1.765370,1.685267,1.651089,1.890207,2.020911,2.041520,2.487712,2.630402,2.418275,2.592743,2.541281,2.598194,2.931290,2.966612,2.815384,3.079560,3.093592,3.119882,3.211718,3.204840,3.212428,3.720343,3.665538,3.703254,3.770324,3.734617,4.025236,4.057762,4.045102,4.311756,4.994584,5.283469,5.244630,5.170136,5.587826,5.578599,5.641823,6.351668,6.644584,6.490079,6.871257,6.967173,6.911915,7.420938,7.464490,8.313780,8.528947,8.577100,8.602237,9.491075,9.507081,9.437722,10.043797,10.029981,10.186094,11.014898,10.936630,10.870193,11.104035,11.111870,11.307126,11.364980,11.374392,13.522939,13.511719,13.501632,14.119967,14.151263,14.138918,14.469107,14.441004,15.018792,14.981722,15.036042,16.034546,16.044520,16.037881,16.631311,16.988761,16.984299,16.914334,17.960768,17.960205,17.953790,18.403043,18.390891,22.074926,23.418217,23.391279,23.412989
0.014536,0.281279,0.360429,0.497570,1.346911,1.293261,1.342324,1.592999,1.480671,1.632938,1.811670,1.687321,1.622220,1.921412,2.001411,2.047782,2.466824,2.655062,2.368237,2.588005,2.531291,2.620766,2.963837,2.999598,2.799351,3.072654,3.101409,3.149516,3.219732,3.204547,3.224013,3.716452,3.630436,3.685383,3.788904,3.735368,4.034378,4.090288,4.068724,4.319916,5.016134,5.292000,5.251483,5.132264,5.567935,5.571208,5.664467,6.290580,6.723195,6.490466,6.848200,6.994421,6.909864,7.398128,7.488636,8.310335,8.513229,8.584379,8.656198,9.514711,9.569246,9.434511,10.042987,10.016750,10.183523,11.048045,10.921111,10.831284,11.105255,11.110864,11.298811,11.395579,11.396062,13.527168,13.509438,13.494790,14.111351,14.178942,14.151344,14.483311,14.421207,15.021828,14.959385,15.067391,16.045399,16.067023,16.052101,16.622598,17.012759,17.025301,16.896908,17.959214,17.961003,17.949958,18.412820,18.385033,22.074425,23.426883,23.387282,23.424848
0.019382,0.379103,0.464000,0.655612,1.318466,1.260472,1.324773,1.588036,1.465946,1.636839,1.855169,1.700438,1.598587,1.939915,1.981888,2.064674,2.449576,2.642795,2.324220,2.587222,2.520226,2.644209,2.993366,3.025544,2.814463,3.065130,3.112047,3.172127,3.233177,3.205808,3.245491,3.711226,3.591943,3.663502,3.805884,3.735040,4.045265,4.113618,4.097452,4.338238,5.044577,5.287891,5.258029,5.093335,5.542694,5.568068,5.689924,6.236041,6.781415,6.490860,6.843480,7.026448,6.913765,7.365359,7.513201,8.307663,8.496264,8.589266,8.727244,9.542545,9.651919,9.435053,10.034154,9.998013,10.189477,11.079752,10.893746,10.792090,11.126282,11.104424,11.294391,11.431083,11.417071,13.531099,13.506059,13.487469,14.098124,14.212139,14.168104,14.508776,14.399596,15.023719,14.931522,15.106335,16.059096,16.096965,16.069846,16.613971,17.038504,17.077496,16.877756,17.956286,17.962007,17.945789,18.426517,18.376066,22.073955,23.435903,23.384712,23.440048
0.024227,0.471676,0.559147,0.805585,1.290605,1.218479,1.298140,1.573342,1.466547,1.629302,1.895742,1.726045,1.588271,1.939255,1.969210,2.092532,2.435970,2.608242,2.287769,2.595121,2.508837,2.665961,3.018387,3.040183,2.843872,3.061527,3.125824,3.185903,3.253556,3.208896,3.272522,3.704510,3.550352,3.638171,3.821990,3.734129,4.056130,4.120319,4.128771,4.362826,5.077759,5.270168,5.261402,5.054114,5.515916,5.568325,5.717871,6.189390,6.771100,6.490344,6.901206,7.066804,6.923371,7.322194,7.536055,8.306228,8.478129,8.591665,8.813098,9.574660,9.748201,9.438967,10.016375,9.973623,10.206831,11.109102,10.855034,10.753205,11.163047,11.098315,11.294165,11.469838,11.435953,13.534651,13.501641,13.479922,14.079413,14.242016,14.188631,14.551638,14.381732,15.023968,14.899548,15.149943,16.074455,16.133127,16.089501,16.606690,17.064111,17.138041,16.856081,17.952565,17.963133,17.941318,18.444150,18.363372,22.073675,23.444976,23.383747,23.457362
0.029073,0.558738,0.641325,0.941172,1.271857,1.173327,1.267778,1.556071,1.474029,1.616362,1.934192,1.757213,1.582729,1.928539,1.962343,2.124243,2.425451,2.567600,2.260024,2.612359,2.499184,2.685807,3.038780,3.038802,2.869256,3.069175,3.143450,3.195933,3.280428,3.213503,3.297784,3.696179,3.506333,3.610315,3.837641,3.732627,4.065747,4.113812,4.160145,4.381980,5.111030,5.239518,5.260680,5.014990,5.492997,5.570055,5.747107,6.152388,6.739817,6.487740,6.968745,7.120075,6.934629,7.268697,7.557825,8.306071,8.458967,8.591640,8.911889,9.611129,9.846731,9.445746,9.995826,9.943756,10.233415,11.134439,10.807224,10.715089,11.215244,11.089654,11.298713,11.512166,11.451472,13.537633,13.496419,13.472441,14.054628,14.256943,14.212203,14.617366,14.374754,15.021865,14.865199,15.195753,16.090359,16.174188,16.109600,16.601364,17.086669,17.204384,16.831372,17.949169,17.964302,17.936431,18.465719,18.346373,22.073710,23.453760,23.384537,23.475428
0.033918,0.640008,0.704500,1.043588,1.262985,1.134427,1.251391,1.539632,1.482538,1.604884,1.971164,1.788777,1.577074,1.920709,1.955742,2.153287,2.417273,2.527781,2.241603,2.638215,2.494457,2.703597,3.054998,3.031950,2.883711,3.080479,3.165482,3.205013,3.311273,3.219338,3.317477,3.686324,3.461497,3.581338,3.852628,3.730020,4.073587,4.100457,4.189206,4.386029,5.131589,5.197840,5.264798,4.975976,5.479014,5.571170,5.775349,6.127006,6.702996,6.482113,7.028267,7.188286,6.941420,7.205863,7.580397,8.307036,8.439021,8.589385,9.021737,9.651961,9.915666,9.454830,10.000474,9.908855,10.265560,11.153626,10.752400,10.677950,11.275922,11.078655,11.308616,11.560151,11.462811,13.539735,13.490739,13.465297,14.023809,14.253271,14.237996,14.706011,14.380879,15.016617,14.830249,15.241772,16.105925,16.218753,16.129041,16.598205,17.102468,17.274110,16.803385,17.947185,17.965437,17.931476,18.491162,18.324674,22.074123,23.461907,23.387166,23.492872
0.038763,0.715167,0.742698,1.072216,1.264210,1.107158,1.286710,1.523946,1.487651,1.602428,2.006272,1.817666,1.571172,1.920900,1.948983,2.176580,2.411212,2.492659,2.232606,2.670944,2.497303,2.719500,3.067933,3.024789,2.887591,3.090729,3.191195,3.213860,3.342880,3.226486,3.327582,3.675283,3.420305,3.553327,3.865542,3.725409,4.079771,4.085490,4.213842,4.371432,5.120719,5.147700,5.292182,4.936785,5.476423,5.570293,5.799661,6.114747,6.662238,6.472901,7.081746,7.267661,6.937924,7.136019,7.605328,8.308899,8.418620,8.585146,9.140281,9.697062,9.909052,9.465719,10.070961,9.872522,10.300143,11.164773,10.692446,10.641679,11.335697,11.065529,11.323664,11.616561,11.469768,13.540517,13.484959,13.458702,13.988005,14.239549,14.265143,14.811416,14.393905,15.007382,14.796267,15.286406,16.120569,16.265390,16.147214,16.597226,17.107534,17.344890,16.772120,17.947021,17.966431,17.927766,18.520274,18.298222,22.074906,23.469091,23.391625,23.508419
0.043609,0.784257,0.754494,1.041422,1.275673,1.088869,1.353768,1.510731,1.490402,1.612773,2.037583,1.842257,1.565325,1.926522,1.947447,2.194666,2.408027,2.465327,2.232886,2.705817,2.508356,2.736216,3.078565,3.018265,2.885052,3.097714,3.216619,3.222370,3.372099,3.236582,3.317731,3.663503,3.394594,3.529381,3.873059,3.717755,4.084831,4.073624,4.232236,4.339651,5.082472,5.092058,5.340179,4.896993,5.486086,5.567114,5.817685,6.115427,6.618060,6.459754,7.134294,7.352607,6.919782,7.063237,7.633031,8.311445,8.398132,8.579124,9.264495,9.746202,9.882415,9.478095,10.151221,9.835500,10.334872,11.166681,10.629777,10.605842,11.386447,11.050516,11.342310,11.681874,11.472963,13.539373,13.479351,13.452787,13.949568,14.223752,14.292765,14.924469,14.409128,14.993274,14.764415,15.328398,16.134000,16.312696,16.164011,16.598347,17.098473,17.414563,16.737766,17.948638,17.967070,17.926905,18.552626,18.267441,22.075979,23.475051,23.397787,23.520987
