0.0000,0.0251
1.0011,0.0260
2.0022,0.0269
3.0033,0.0278
4.0044,0.0288
5.0056,0.0298
6.0067,0.0309
7.0078,0.0321
8.0089,0.0334
9.0100,0.0347
10.0111,0.0361
11.0122,0.0376
12.0133,0.0392
13.0145,0.0409
14.0156,0.0427
15.0167,0.0447
16.0178,0.0468
17.0189,0.0491
18.0200,0.0515
19.0211,0.0542
20.0222,0.0571
21.0234,0.0602
22.0245,0.0636
23.0256,0.0673
24.0267,0.0714
25.0278,0.0758
26.0289,0.0807
27.0300,0.0861
28.0311,0.0922
29.0323,0.0989
30.0334,0.1064
31.0345,0.1148
32.0356,0.1243
33.0367,0.1350
34.0378,0.1473
35.0389,0.1615
36.0400,0.1778
37.0412,0.1968
38.0423,0.2192
39.0434,0.2456
40.0445,0.2773
41.0456,0.3155
42.0467,0.3624
43.0478,0.4204
44.0489,0.4932
45.0501,0.5861
46.0512,0.7060
47.0523,0.8632
48.0534,1.0708
49.0545,1.3432
50.0556,1.6892
51.0567,2.0941
52.0578,2.5039
53.0590,2.8502
54.0601,3.1070
55.0612,3.2577
56.0623,3.2196
57.0634,2.9290
58.0645,2.4664
59.0656,1.9814
60.0667,1.5659
61.0679,1.2416
62.0690,0.9974
63.0701,0.8149
64.0712,0.6776
65.0723,0.5733
66.0734,0.4931
67.0745,0.4308
68.0756,0.3820
69.0768,0.3437
70.0779,0.3136
71.0790,0.2901
72.0801,0.2723
73.0812,0.2593
74.0823,0.2506
75.0834,0.2463
76.0845,0.2462
77.0857,0.2507
78.0868,0.2607
79.0879,0.2771
80.0890,0.3016
81.0901,0.3355
82.0912,0.3793
83.0923,0.4293
84.0934,0.4749
85.0945,0.5044
86.0957,0.5180
87.0968,0.5309
88.0979,0.5599
89.0990,0.6165
90.1001,0.7095
91.1012,0.8468
92.1023,1.0338
93.1034,1.2609
94.1046,1.4814
95.1057,1.6062
96.1068,1.5663
97.1079,1.3928
98.1090,1.1797
99.1101,0.9969
100.1112,0.8690
101.1123,0.7952
102.1135,0.7616
103.1146,0.7430
104.1157,0.7080
105.1168,0.6404
106.1179,0.5520
107.1190,0.4640
108.1201,0.3890
109.1212,0.3298
110.1224,0.2849
111.1235,0.2512
112.1246,0.2263
113.1257,0.2083
114.1268,0.1958
115.1279,0.1882
116.1290,0.1852
117.1301,0.1867
118.1313,0.1934
119.1324,0.2059
120.1335,0.2254
121.1346,0.2521
122.1357,0.2837
123.1368,0.3130
124.1379,0.3303
125.1390,0.3333
126.1402,0.3317
127.1413,0.3379
128.1424,0.3603
129.1435,0.4039
130.1446,0.4720
131.1457,0.5635
132.1468,0.6648
133.1479,0.7405
134.1491,0.7477
135.1502,0.6782
136.1513,0.5683
137.1524,0.4580
138.1535,0.3661
139.1546,0.2953
140.1557,0.2422
141.1568,0.2024
142.1580,0.1723
143.1591,0.1493
144.1602,0.1315
145.1613,0.1175
146.1624,0.1064
147.1635,0.0976
148.1646,0.0905
149.1657,0.0848
150.1669,0.0803
151.1680,0.0768
152.1691,0.0742
153.1702,0.0724
154.1713,0.0713
155.1724,0.0709
156.1735,0.0713
157.1746,0.0725
158.1758,0.0746
159.1769,0.0777
160.1780,0.0821
161.1791,0.0882
162.1802,0.0963
163.1813,0.1072
164.1824,0.1218
165.1835,0.1414
166.1846,0.1680
167.1858,0.2037
168.1869,0.2501
169.1880,0.3051
170.1891,0.3584
171.1902,0.3892
172.1913,0.3809
173.1924,0.3401
174.1935,0.2884
175.1947,0.2422
176.1958,0.2073
177.1969,0.1836
178.1980,0.1697
179.1991,0.1641
180.2002,0.1662
181.2013,0.1762
182.2024,0.1952
183.2036,0.2247
184.2047,0.2654
185.2058,0.3145
186.2069,0.3604
187.2080,0.3824
188.2091,0.3666
189.2102,0.3220
190.2113,0.2696
191.2125,0.2234
192.2136,0.1876
193.2147,0.1615
194.2158,0.1433
195.2169,0.1310
196.2180,0.1234
197.2191,0.1197
198.2202,0.1192
199.2214,0.1219
200.2225,0.1277
201.2236,0.1371
202.2247,0.1507
203.2258,0.1695
204.2269,0.1953
205.2280,0.2302
206.2291,0.2777
207.2303,0.3423
208.2314,0.4293
209.2325,0.5420
210.2336,0.6747
211.2347,0.7995
212.2358,0.8645
213.2369,0.8313
214.2380,0.7199
215.2392,0.5841
216.2403,0.4615
217.2414,0.3644
218.2425,0.2913
219.2436,0.2373
220.2447,0.1975
221.2458,0.1683
222.2469,0.1470
223.2481,0.1319
224.2492,0.1211
225.2503,0.1128
226.2514,0.1044
227.2525,0.0944
228.2536,0.0836
229.2547,0.0734
230.2558,0.0645
231.2570,0.0573
232.2581,0.0513
233.2592,0.0464
234.2603,0.0423
235.2614,0.0389
236.2625,0.0359
237.2636,0.0334
238.2647,0.0312
239.2659,0.0292
240.2670,0.0275
241.2681,0.0259
242.2692,0.0245
243.2703,0.0233
244.2714,0.0222
245.2725,0.0211
246.2736,0.0202
247.2747,0.0193
248.2759,0.0185
249.2770,0.0178
250.2781,0.0171
251.2792,0.0165
252.2803,0.0159
253.2814,0.0154
254.2825,0.0149
255.2836,0.0144
256.2848,0.0140
257.2859,0.0136
258.2870,0.0132
259.2881,0.0128
260.2892,0.0125
261.2903,0.0122
262.2914,0.0119
263.2925,0.0116
264.2937,0.0113
265.2948,0.0111
266.2959,0.0108
267.2970,0.0106
268.2981,0.0104
269.2992,0.0103
270.3003,0.0101
271.3014,0.0100
272.3026,0.0098
273.3037,0.0097
274.3048,0.0096
275.3059,0.0096
276.3070,0.0096
277.3081,0.0096
278.3092,0.0097
279.3103,0.0099
280.3115,0.0102
281.3126,0.0106
282.3137,0.0111
283.3148,0.0117
284.3159,0.0120
285.3170,0.0118
286.3181,0.0113
287.3192,0.0105
288.3204,0.0099
289.3215,0.0093
290.3226,0.0089
291.3237,0.0085
292.3248,0.0083
